,neighborhood,venue
885,Morrisania,Grocery Store / Supermarket
886,Morrisania,Caribbean Restaurant
887,Morrisania,Pizzeria
888,Soundview,Grocery Store / Supermarket
889,Soundview,Laundry Service
890,Soundview,Asian Restaurant
891,Soundview,Drugstore
892,Soundview,Burger Joint
893,Soundview,Department Store
894,Soundview,Burger Joint
895,Soundview,Fried Chicken Joint
896,Soundview,Drugstore
897,Soundview,Latin American Restaurant
898,Soundview,Café
899,Soundview,Chinese Restaurant
900,Soundview,Liquor Store
901,Soundview,Fruit and Vegetable Store
902,Soundview,Chinese Restaurant
903,Soundview,Grocery Store / Supermarket
904,Soundview,Chinese Restaurant
905,Soundview,Deli
906,Soundview,Business and Professional Services
907,Soundview,Pizzeria
908,Clason Point,Park
909,Clason Point,Sports and Recreation
910,Clason Point,Playground
911,Clason Point,Park
912,Clason Point,Park
913,Clason Point,Security and Safety
914,Clason Point,Park
915,Clason Point,Candy Store
916,Clason Point,Scenic Lookout
917,Clason Point,Discount Store
918,Clason Point,Dentist
919,Clason Point,River
920,Clason Point,Lounge
921,Clason Point,Laundry Service
922,Clason Point,Lounge
923,Clason Point,Beach
924,Throgs Neck,Other Great Outdoors
925,Throgs Neck,American Restaurant
926,Throgs Neck,Asian Restaurant
927,Throgs Neck,Coffee Shop
928,Throgs Neck,Pizzeria
929,Throgs Neck,Pub
930,Throgs Neck,Deli
931,Throgs Neck,Pizzeria
932,Throgs Neck,Pizzeria
933,Throgs Neck,Chinese Restaurant
934,Throgs Neck,Mobile Phone Store
935,Throgs Neck,Discount Store
936,Throgs Neck,Italian Restaurant
937,Throgs Neck,Dance Studio
938,Throgs Neck,Accounting and Bookkeeping Service
939,Throgs Neck,Other Great Outdoors
940,Throgs Neck,Laundromat
941,Throgs Neck,Ice Cream Parlor
942,Throgs Neck,Chinese Restaurant
943,Country Club,Sandwich Restaurant
944,Country Club,Deli
945,Country Club,Park
946,Country Club,Italian Restaurant
947,Country Club,Sushi Restaurant
948,Country Club,Flea Market
949,Country Club,Dive Bar
950,Country Club,Bakery
951,Country Club,Hair Salon
952,Country Club,Deli
953,Country Club,Tanning Salon
954,Country Club,Nail Salon
955,Country Club,"Cafes, Coffee, and Tea Houses"
956,Country Club,Barbershop
957,Country Club,Hair Salon
958,Country Club,Gourmet Store
959,Country Club,Hair Salon
960,Country Club,Barbershop
961,Country Club,Butcher
962,Country Club,Pizzeria
963,Parkchester,Latin American Restaurant
964,Parkchester,American Restaurant
965,Parkchester,Pizzeria
966,Parkchester,Grocery Store / Supermarket
967,Parkchester,Grocery Store / Supermarket
968,Parkchester,Chinese Restaurant
969,Parkchester,Grocery Store / Supermarket
970,Parkchester,Playground
971,Parkchester,Diner
972,Parkchester,Playground
973,Parkchester,Video Games Store
974,Parkchester,Grocery Store / Supermarket
975,Parkchester,Laundry Service
976,Parkchester,Barbershop
977,Parkchester,Fast Food Restaurant
978,Parkchester,Restaurant
979,Parkchester,Grocery Store / Supermarket
980,Parkchester,Barbershop
981,Parkchester,Restaurant
982,Parkchester,Nail Salon
983,Parkchester,Barbershop
984,Parkchester,Clothing Store
985,Parkchester,"Shipping, Freight, and Material Transportation Service"
986,Parkchester,ATM
987,Parkchester,Mattress Store
988,Parkchester,Discount Store
989,Parkchester,Barbershop
990,Parkchester,Mobile Phone Store
991,Parkchester,Fast Food Restaurant
992,Parkchester,Children's Clothing Store
993,Parkchester,Pizzeria
994,Parkchester,Children's Clothing Store
995,Parkchester,Fast Food Restaurant
996,Parkchester,Toy / Game Store
997,Parkchester,Coffee Shop
998,Parkchester,Bagel Shop
999,Parkchester,Nail Salon
1000,Parkchester,Mexican Restaurant
1001,Parkchester,Bank
1002,Parkchester,Grocery Store / Supermarket
1003,Parkchester,Design Studio
1004,Parkchester,Laundry Service
1005,Parkchester,Grocery Store / Supermarket
1006,Parkchester,American Restaurant
1007,Parkchester,Ice Cream Parlor
1008,Parkchester,Fast Food Restaurant
1009,Parkchester,Bank
1010,Parkchester,Hair Salon
1011,Parkchester,Fast Food Restaurant
1012,Parkchester,Accounting and Bookkeeping Service
1013,Westchester Square,American Restaurant
1014,Westchester Square,Accounting and Bookkeeping Service
1015,Westchester Square,Restaurant
1016,Westchester Square,Pizzeria
1017,Westchester Square,Fast Food Restaurant
1018,Westchester Square,Car Wash and Detail
1019,Westchester Square,Nail Salon
1020,Westchester Square,Pizzeria
1021,Westchester Square,Fast Food Restaurant
1022,Westchester Square,Mexican Restaurant
1023,Westchester Square,Lounge
1024,Westchester Square,Check Cashing Service
1025,Westchester Square,Drugstore
1026,Westchester Square,Caterer
1027,Westchester Square,Fast Food Restaurant
1028,Westchester Square,Arts and Entertainment
1029,Westchester Square,Night Club
1030,Westchester Square,Mobile Phone Store
1031,Westchester Square,Night Club
1032,Westchester Square,Video Games Store
1033,Westchester Square,Bicycle Store
1034,Westchester Square,Bagel Shop
1035,Westchester Square,Bar
1036,Westchester Square,Community and Government
1037,Westchester Square,Drugstore
1038,Westchester Square,Fast Food Restaurant
1039,Westchester Square,Pub
1040,Westchester Square,Diner
1041,Westchester Square,Bank
1042,Westchester Square,Deli
1043,Westchester Square,Baseball Field
1044,Westchester Square,Grocery Store / Supermarket
1045,Westchester Square,Bagel Shop
1046,Westchester Square,Asian Restaurant
1047,Westchester Square,Diner
1048,Westchester Square,Discount Store
1049,Westchester Square,Cuban Restaurant
1050,Westchester Square,Baseball Field
1051,Westchester Square,Department Store
1052,Westchester Square,Italian Restaurant
1053,Westchester Square,American Restaurant
1054,Westchester Square,Caribbean Restaurant
1055,Westchester Square,Barbershop
1056,Westchester Square,Park
1057,Westchester Square,American Restaurant
1058,Westchester Square,Automotive Repair Shop
1059,Westchester Square,Video Store
1060,Van Nest,Pizzeria
1061,Van Nest,Pizzeria
1062,Van Nest,Bagel Shop
1063,Van Nest,Health and Beauty Service
1064,Van Nest,Pizzeria
1065,Van Nest,Coffee Shop
1066,Van Nest,Restaurant
1067,Van Nest,Bakery
1068,Van Nest,Dry Cleaner
1069,Van Nest,Pizzeria
1070,Van Nest,Gourmet Store
1071,Van Nest,Barbershop
1072,Van Nest,Tanning Salon
1073,Van Nest,Business and Professional Services
1074,Van Nest,Car Parts and Accessories
1075,Van Nest,Nail Salon
1076,Van Nest,Laundromat
1077,Van Nest,Board Store
1078,Van Nest,Hair Salon
1079,Van Nest,Caribbean Restaurant
1080,Van Nest,Barbershop
1081,Van Nest,Convenience Store
1082,Van Nest,Hookah Bar
1083,Van Nest,Grocery Store / Supermarket
1084,Van Nest,Deli
1085,Van Nest,Middle Eastern Restaurant
1086,Van Nest,Deli
1087,Van Nest,Hookah Bar
1088,Van Nest,Deli
1089,Van Nest,Barbershop
1090,Van Nest,BBQ Joint
1091,Van Nest,Pizzeria
1092,Van Nest,Candy Store
1093,Van Nest,Spanish Restaurant
1094,Van Nest,Night Club
1095,Van Nest,Laundry Service
1096,Van Nest,Playground
1097,Van Nest,Bridge
1098,Van Nest,Campground
1099,Van Nest,Grocery Store / Supermarket
1100,Van Nest,Video Store
1101,Morris Park,Deli
1102,Morris Park,Caterer
1103,Morris Park,Burger Joint
1104,Morris Park,Pizzeria
1105,Morris Park,Bank
1106,Morris Park,Pizzeria
1107,Morris Park,Bagel Shop
1108,Morris Park,Drugstore
1109,Morris Park,Coffee Shop
1110,Morris Park,Bakery
1111,Morris Park,Bar
1112,Morris Park,Sandwich Restaurant
1113,Morris Park,Burger Joint
1114,Morris Park,Bank
1115,Morris Park,Arepa Restaurant
1116,Morris Park,Pizzeria
1117,Morris Park,Bagel Shop
1118,Morris Park,Coffee Shop
1119,Morris Park,Grocery Store / Supermarket
1120,Morris Park,Chinese Restaurant
1121,Morris Park,American Restaurant
1122,Morris Park,Bakery
1123,Morris Park,American Restaurant
1124,Morris Park,Hair Salon
1125,Morris Park,Bakery
1126,Morris Park,Restaurant
1127,Morris Park,Frozen Yogurt Shop
1128,Morris Park,Hardware Store
1129,Morris Park,Barbershop
1130,Morris Park,Italian Restaurant
1131,Morris Park,Food Court
1132,Morris Park,Furniture and Home Store
1133,Morris Park,Grocery Store / Supermarket
1134,Morris Park,Butcher
1135,Morris Park,Bakery
1136,Morris Park,Pizzeria
1137,Morris Park,Asian Restaurant
1138,Morris Park,Car Dealership
1139,Morris Park,Liquor Store
1140,Morris Park,Banking and Finance
1141,Morris Park,Health and Beauty Service
1142,Morris Park,Diner
1143,Morris Park,Tattoo Parlor
1144,Morris Park,Diner
1145,Morris Park,Tattoo Parlor
1146,Morris Park,Fast Food Restaurant
1147,Morris Park,Park
1148,Morris Park,Fast Food Restaurant
1149,Morris Park,Food and Beverage Retail
1150,Morris Park,Nail Salon
1151,Belmont,Deli
1152,Belmont,Pizzeria
1153,Belmont,Bakery
1154,Belmont,Pizzeria
1155,Belmont,Deli
1156,Belmont,Bagel Shop
1157,Belmont,Bakery
1158,Belmont,Pizzeria
1159,Belmont,Butcher
1160,Belmont,Pizzeria
1161,Belmont,Pizzeria
1162,Belmont,Pizzeria
1163,Belmont,Fast Food Restaurant
1164,Belmont,Food and Beverage Retail
1165,Belmont,Seafood Restaurant
1166,Belmont,Bakery
1167,Belmont,Asian Restaurant
1168,Belmont,Italian Restaurant
1169,Belmont,Deli
1170,Belmont,Fast Food Restaurant
1171,Belmont,Bakery
1172,Belmont,Bakery
1173,Belmont,Bakery
1174,Belmont,Butcher
1175,Belmont,Grocery Store / Supermarket
1176,Belmont,Pizzeria
1177,Belmont,Deli
1178,Belmont,Deli
1179,Belmont,Wine Bar
1180,Belmont,Italian Restaurant
1181,Belmont,Italian Restaurant
1182,Belmont,Pizzeria
1183,Belmont,Mexican Restaurant
1184,Belmont,Pizzeria
1185,Belmont,Pizzeria
1186,Belmont,Italian Restaurant
1187,Belmont,Deli
1188,Belmont,Italian Restaurant
1189,Belmont,Bakery
1190,Belmont,Tattoo Parlor
1191,Belmont,Italian Restaurant
1192,Belmont,Fish Market
1193,Belmont,Pizzeria
1194,Belmont,Italian Restaurant
1195,Belmont,Café
1196,Belmont,Department Store
1197,Belmont,Automotive Repair Shop
1198,Belmont,Shoe Store
1199,Belmont,American Restaurant
1200,Belmont,Pizzeria
1201,Spuyten Duyvil,Park
1202,Spuyten Duyvil,Thai Restaurant
1203,Spuyten Duyvil,Park
1204,Spuyten Duyvil,Bank
1205,Spuyten Duyvil,Drugstore
1206,Spuyten Duyvil,Other Great Outdoors
1207,Spuyten Duyvil,Grocery Store / Supermarket
1208,Spuyten Duyvil,Fruit and Vegetable Store
1209,Spuyten Duyvil,Nail Salon
1210,Spuyten Duyvil,Asian Restaurant
1211,Spuyten Duyvil,Burger Joint
1212,Spuyten Duyvil,Spa
1213,Spuyten Duyvil,Spa
1214,Spuyten Duyvil,Plaza
1215,Spuyten Duyvil,Dog Park
1216,Spuyten Duyvil,Scenic Lookout
1217,Spuyten Duyvil,Park
1218,Spuyten Duyvil,Hotel Bar
1219,Spuyten Duyvil,Dog Park
1220,North Riverdale,Banking and Finance
1221,North Riverdale,Coffee Shop
1222,North Riverdale,Pizzeria
1223,North Riverdale,Gourmet Store
1224,North Riverdale,American Restaurant
1225,North Riverdale,Bagel Shop
1226,North Riverdale,Ice Cream Parlor
1227,North Riverdale,Restaurant
1228,North Riverdale,Bar
1229,North Riverdale,American Restaurant
1230,North Riverdale,Bagel Shop
1231,North Riverdale,Swimming Pool
1232,North Riverdale,Bank
1233,North Riverdale,Pizzeria
1234,North Riverdale,Sushi Restaurant
1235,North Riverdale,Fast Food Restaurant
1236,North Riverdale,Burger Joint
1237,North Riverdale,Gift Store
1238,North Riverdale,Jewelry Store
1239,North Riverdale,Bank
1240,North Riverdale,Playground
1241,North Riverdale,Italian Restaurant
1242,North Riverdale,Restaurant
1243,North Riverdale,Chinese Restaurant
1244,North Riverdale,Nail Salon
1245,North Riverdale,Child Care Service
1246,North Riverdale,Pizzeria
1247,North Riverdale,Chinese Restaurant
1248,North Riverdale,Grocery Store / Supermarket
1249,North Riverdale,Drugstore
1250,North Riverdale,Fuel Station
1251,North Riverdale,Shopping Mall
1252,North Riverdale,Basketball Court
1253,North Riverdale,Playground
1254,Pelham Bay,Grocery Store / Supermarket
1255,Pelham Bay,Candy Store
1256,Pelham Bay,Bakery
1257,Pelham Bay,Thai Restaurant
1258,Pelham Bay,Lounge
1259,Pelham Bay,Nail Salon
1260,Pelham Bay,Health and Beauty Service
1261,Pelham Bay,Chinese Restaurant
1262,Pelham Bay,Asian Restaurant
1263,Pelham Bay,Arts and Entertainment
1264,Pelham Bay,Deli
1265,Pelham Bay,Diner
1266,Pelham Bay,BBQ Joint
1267,Pelham Bay,Hair Salon
1268,Pelham Bay,Mexican Restaurant
1269,Pelham Bay,Dive Bar
1270,Pelham Bay,Convenience Store
1271,Pelham Bay,Banking and Finance
1272,Pelham Bay,Café
1273,Pelham Bay,Hair Salon
1274,Pelham Bay,Restaurant
1275,Pelham Bay,Chinese Restaurant
1276,Pelham Bay,Bank
1277,Pelham Bay,Coffee Shop
1278,Pelham Bay,Nail Salon
1279,Pelham Bay,Bagel Shop
1280,Pelham Bay,Convenience Store
1281,Pelham Bay,Pizzeria
1282,Pelham Bay,Playground
1283,Pelham Bay,Bank
1284,Pelham Bay,Fast Food Restaurant
1285,Pelham Bay,Liquor Store
1286,Pelham Bay,Drugstore
1287,Pelham Bay,Fast Food Restaurant
1288,Pelham Bay,Caribbean Restaurant
1289,Pelham Bay,Bar
1290,Pelham Bay,Fried Chicken Joint
1291,Pelham Bay,Bridge
1292,Pelham Bay,Deli
1293,Pelham Bay,Bagel Shop
1294,Pelham Bay,Playground
1295,Pelham Bay,Caribbean Restaurant
1296,Pelham Bay,Diner
1297,Pelham Bay,Hair Salon
1298,Pelham Bay,Other Great Outdoors
1299,Pelham Bay,Deli
1300,Pelham Bay,Flower Store
1301,Pelham Bay,Attorney / Law Office
1302,Pelham Bay,Café
1303,Schuylerville,Bar
1304,Schuylerville,Fast Food Restaurant
1305,Schuylerville,Pizzeria
1306,Schuylerville,Mexican Restaurant
1307,Schuylerville,Nail Salon
1308,Schuylerville,Diner
1309,Schuylerville,Bagel Shop
1310,Schuylerville,Fast Food Restaurant
1311,Schuylerville,Lounge
1312,Schuylerville,Pizzeria
1313,Schuylerville,Drugstore
1314,Schuylerville,Burger Joint
1315,Schuylerville,Diner
1316,Schuylerville,Hookah Bar
1317,Schuylerville,Soccer Field
1318,Schuylerville,Bank
1319,Schuylerville,Night Club
1320,Schuylerville,Restaurant
1321,Schuylerville,Drugstore
1322,Schuylerville,Latin American Restaurant
1323,Schuylerville,Convenience Store
1324,Schuylerville,Sushi Restaurant
1325,Schuylerville,Mobile Phone Store
1326,Schuylerville,Cocktail Bar
1327,Schuylerville,Pizzeria
1328,Schuylerville,Farmers' Market
1329,Schuylerville,Tattoo Parlor
1330,Edgewater Park,Park
1331,Edgewater Park,Park
1332,Edgewater Park,American Restaurant
1333,Edgewater Park,Pub
1334,Edgewater Park,Coffee Shop
1335,Edgewater Park,Cupcake Shop
1336,Edgewater Park,Pizzeria
1337,Edgewater Park,Restaurant
1338,Edgewater Park,Deli
1339,Edgewater Park,Asian Restaurant
1340,Edgewater Park,Deli
1341,Edgewater Park,Italian Restaurant
1342,Edgewater Park,Pizzeria
1343,Edgewater Park,Bank
1344,Edgewater Park,Restaurant
1345,Edgewater Park,Organization
1346,Edgewater Park,Italian Restaurant
1347,Edgewater Park,Pizzeria
1348,Edgewater Park,Health and Beauty Service
1349,Edgewater Park,Accounting and Bookkeeping Service
1350,Edgewater Park,Dance Studio
1351,Edgewater Park,Tattoo Parlor
1352,Edgewater Park,Discount Store
1353,Edgewater Park,BBQ Joint
1354,Edgewater Park,Liquor Store
1355,Edgewater Park,Chinese Restaurant
1356,Edgewater Park,Laundromat
1357,Edgewater Park,Chinese Restaurant
1358,Edgewater Park,Coffee Shop
1359,Edgewater Park,Beach
1360,Edgewater Park,Deli
1361,Edgewater Park,Other Great Outdoors
1362,Edgewater Park,Nail Salon
1363,Edgewater Park,Lounge
1364,Edgewater Park,Asian Restaurant
1365,Edgewater Park,Southern / Soul Food Restaurant
1366,Castle Hill,Diner
1367,Castle Hill,Drugstore
1368,Castle Hill,Grocery Store / Supermarket
1369,Castle Hill,Spanish Restaurant
1370,Castle Hill,Pizzeria
1371,Castle Hill,Bank
1372,Castle Hill,Cosmetics Store
1373,Castle Hill,Other Great Outdoors
1374,Castle Hill,Café
1375,Castle Hill,Photography Studio
1376,Castle Hill,Retail
1377,Castle Hill,Playground
1378,Olinville,American Restaurant
1379,Olinville,Barbershop
1380,Olinville,Caribbean Restaurant
1381,Olinville,Indian Restaurant
1382,Olinville,Bar
1383,Olinville,Liquor Store
1384,Olinville,Deli
1385,Olinville,Hair Salon
1386,Olinville,Chinese Restaurant
1387,Olinville,Grocery Store / Supermarket
1388,Olinville,Fried Chicken Joint
1389,Olinville,Convenience Store
1390,Olinville,Laundromat
1391,Olinville,Fast Food Restaurant
1392,Olinville,Nail Salon
1393,Olinville,Miscellaneous Store
1394,Olinville,Grocery Store / Supermarket
1395,Olinville,Bagel Shop
1396,Olinville,Cocktail Bar
1397,Olinville,Park
1398,Olinville,Fast Food Restaurant
1399,Olinville,Drugstore
1400,Olinville,Furniture and Home Store
1401,Olinville,Pizzeria
1402,Olinville,Art Gallery
1403,Olinville,Pizzeria
1404,Olinville,Fast Food Restaurant
1405,Olinville,Playground
1406,Olinville,Discount Store
1407,Olinville,Sandwich Restaurant
1408,Olinville,Department Store
1409,Olinville,Equipment Rental Service
1410,Olinville,Chinese Restaurant
1411,Olinville,Farmers' Market
1412,Olinville,Park
1413,Olinville,Health and Beauty Service
1414,Pelham Gardens,Restaurant
1415,Pelham Gardens,Drugstore
1416,Pelham Gardens,Grocery Store / Supermarket
1417,Pelham Gardens,Bagel Shop
1418,Pelham Gardens,Gourmet Store
1419,Pelham Gardens,Chinese Restaurant
1420,Pelham Gardens,Liquor Store
1421,Pelham Gardens,Café
1422,Pelham Gardens,Pizzeria
1423,Pelham Gardens,Drugstore
1424,Pelham Gardens,Fast Food Restaurant
1425,Pelham Gardens,Chinese Restaurant
1426,Pelham Gardens,Nail Salon
1427,Pelham Gardens,Credit Counseling and Bankruptcy Service
1428,Pelham Gardens,Construction
1429,Pelham Gardens,Print Store
1430,Pelham Gardens,Italian Restaurant
1431,Pelham Gardens,Legal Service
1432,Pelham Gardens,Bank
1433,Pelham Gardens,Health and Beauty Service
1434,Pelham Gardens,Historic and Protected Site
1435,Pelham Gardens,Playground
1436,Pelham Gardens,Grocery Store / Supermarket
1437,Pelham Gardens,Playground
1438,Pelham Gardens,Used Car Dealership
1439,Pelham Gardens,Baseball Field
1440,Pelham Gardens,Other Great Outdoors
1441,Pelham Gardens,Deli
1442,Pelham Gardens,Other Great Outdoors
1443,Pelham Gardens,Church
1444,Pelham Gardens,Party Supply Store
1445,Pelham Gardens,Other Great Outdoors
1446,Pelham Gardens,Discount Store
1447,Pelham Gardens,Plaza
1448,Pelham Gardens,BBQ Joint
1449,Pelham Gardens,Food and Beverage Retail
1450,Pelham Gardens,Management Consultant
1451,Pelham Gardens,Cosmetics Store
1452,Pelham Gardens,Automotive Repair Shop
1453,Pelham Gardens,Park
1454,Pelham Gardens,Other Great Outdoors
1455,Concourse,Chinese Restaurant
1456,Concourse,Accounting and Bookkeeping Service
1457,Concourse,Spanish Restaurant
1458,Concourse,Bakery
1459,Concourse,Fried Chicken Joint
1460,Concourse,Bakery
1461,Concourse,Burger Joint
1462,Concourse,Grocery Store / Supermarket
1463,Concourse,Grocery Store / Supermarket
1464,Concourse,Art Museum
